feature,bin_future,p,N,freq,bin_past,p,N,freq,bin_present,p,N,freq
=],-0.001125448061164756,0.9731847517623444,4511,5,-0.012283204636929132,0.7383741912973752,4511,5,0.013727339027423464,0.6420966752946182,4511,5
=d,-0.0041946019178020263,0.8942510675855782,4511,7,-0.020098060256790444,0.6183066414710312,4511,7,0.024478873067058808,0.3753670717811502,4511,7
>,-0.026523623118906714,0.3705678281358528,4511,151,-0.0033687383199448285,0.9322819659497725,4511,151,0.022480489216878424,0.42298742661044764,4511,151
> >,-0.024129653581721547,0.4574046990025784,4511,104,-0.0074775696190782903,0.8495326900944066,4511,104,0.025172142867594307,0.35737565335148747,4511,104
> > >,-0.022674009952231202,0.498448948408993,4511,73,-0.0093973234292009725,0.805781609581557,4511,73,0.024276606096524999,0.37929642712957706,4511,73
>.<,0.018462642215826965,0.5516685517151902,4511,5,-0.0055943452649151156,0.8827556786819847,4511,5,-0.0080881922718832391,0.7979033972043333,4511,5
?,0.028031902296234795,0.32789732516095205,4511,790,-0.054051765076818276,0.009376195894503666,4511,790,0.019529384477585988,0.5011711768883543,4511,790
? !,0.014451606377230858,0.6107798412131246,4511,53,0.02304592490542753,0.554709527931043,4511,53,-0.025983729376236418,0.3401137279373685,4511,53
? ! !,-0.018885834634167428,0.5516685517151902,4511,6,0.017129239525348471,0.6344763810451443,4511,6,0.0042110370830530548,0.8997996399293203,4511,6
? ! ?,0.014841975242538486,0.600072826240681,4511,21,0.0076900677247628826,0.8439351839626426,4511,21,-0.01574862695331548,0.5882393826817274,4511,21
"? """,-0.01340038676210056,0.6411420701323268,4511,8,-0.016031341821464866,0.6602018836459529,4511,8,0.0029727306475517625,0.9260616531568656,4511,8
? ?,0.008333614464937739,0.7847787333379017,4511,177,-0.017237696674501379,0.6337462799449193,4511,177,0.0099054348046240769,0.7436695210770699,4511,177
? ? ?,-3.2898733222700521e-05,0.9989108237345335,4511,80,-0.010679226149921846,0.7793656136818555,4511,80,0.011567394732981899,0.6952966845547567,4511,80
? and,0.0081477473851410912,0.7874911010386606,4511,6,-0.0045318511892715177,0.9063031293586791,4511,6,2.8785705833114524e-05,0.9985219669514125,4511,6
? http://t.co,0.00050579621340037493,0.9857828641615439,4511,5,-0.01831039944699887,0.6252258343476071,4511,5,0.018590729163916495,0.5208561677062565,4511,5
? http://t.co /,0.00058880222610219288,0.9837149701851096,4511,5,-0.018008079045513912,0.6252258343476071,4511,5,0.018205438098581772,0.5308821793421507,4511,5
? i,0.0043629221404569134,0.8894750517982135,4511,21,-0.0053553165853873329,0.8867665096608648,4511,21,0.0060915425154793095,0.8555326912429867,4511,21
? i'm,-0.0055326501515768562,0.8614697841827424,4511,5,0.030511568121464258,0.3037891757645262,4511,5,-0.029710040948838813,0.299316941821098,4511,5
? if,0.01519464857809503,0.5906766577711186,4511,5,-0.017955683740365668,0.6252258343476071,4511,5,0.0056259377875600815,0.8679703933685815,4511,5
? rt,-0.017603689519044681,0.5516685517151902,4511,5,-0.010426097218889508,0.7851710345076084,4511,5,0.017548109228303518,0.5491515032593384,4511,5
@,0.0087965681974745014,0.7700139440017028,4511,18,0.011112079302100016,0.7675551955366325,4511,18,-0.012064535393791796,0.68499771143127,4511,18
@justinbieber,0.015543780630058334,0.5804797564385086,4511,5,-0.016543419729684514,0.6499990311522087,4511,5,0.0038592044602108622,0.9083141845656018,4511,5
@niallofficial,0.016885794081321671,0.5546607574243461,4511,5,-0.0099516832846920453,0.7949688828179182,4511,5,-0.0027202237120873057,0.9334529842979583,4511,5
ACHIEV,0.00018711747764241408,0.9942777483890117,4511,825,0.024502260859980571,0.5056807518542212,4511,825,-0.021182229472562229,0.456382364395998,4511,825
ADVERBS,-0.058101456520962956,0.0025934872747684487,4511,2969,0.040568010827998227,0.08669945419634817,4511,2969,0.026535714280016633,0.33664845071408156,4511,2969
AFFECT,-0.14443834667989514,3.6657469077780194e-20,4511,4672,0.011487704537636437,0.7582876646832073,4511,4672,0.12004735767689265,1.107368834569334e-13,4511,4672
ANGER,-0.10148534643208408,1.1300019195003878e-09,4511,668,0.0064282806553169159,0.8697379887139514,4511,668,0.083033512600528048,2.1673182541787455e-06,4511,668
ANX,-0.016384422445218021,0.5601359435283563,4511,156,-0.0066437069996987093,0.8665948521184779,4511,156,0.018580816206703311,0.5210237988171112,4511,156
ARTICLE,-0.030096652774682403,0.27347152851540185,4511,2742,0.098909609017352323,3.9310874193593255e-09,4511,2742,-0.069040667428998961,0.0002233151053535612,4511,2742
ASSENT,-0.014931960836370693,0.5964597570368693,4511,579,0.038175322618342361,0.12321368190610274,4511,579,-0.017759082500200595,0.5430316356785384,4511,579
AUXVB,-0.0038115369766670111,0.9026630406473916,4511,4794,-0.044256996679722625,0.047536474536398,4511,4794,0.060951689376814271,0.002146297693106816,4511,4794
BIO,-0.089342517115688261,1.6581829921835457e-07,4511,1650,-0.037173039653048523,0.14135366707073926,4511,1650,0.10306961458169024,5.573879608135129e-10,4511,1650
CC,-0.014791644501230605,0.6008472463497675,4511,1371,0.019802835784479621,0.6225818208220522,4511,1371,0.0017099939881509661,0.959362816224618,4511,1371
CD,0.084999198551592978,8.216789457403493e-07,4511,1352,0.014523867946038549,0.6966588740411833,4511,1352,-0.072223850219128027,8.46853335925088e-05,4511,1352
CERTAIN,-0.088108436982486077,2.6057660945031453e-07,4511,724,0.01790644587691673,0.6252258343476071,4511,724,0.028792052754531769,0.3078147668688219,4511,724
COGMECH,-0.013532418461552146,0.637226408120083,4511,7477,0.0035158278340130114,0.9276537996737204,4511,7477,0.0062811905293566062,0.8524931825264613,4511,7477
CONJ,-0.011338803898545318,0.6986135586586523,4511,2586,0.0020265384667951685,0.9652513873292884,4511,2586,0.0016316722766452844,0.962044624973476,4511,2586
DISCREP,0.093655747134659531,3.105405858753339e-08,4511,986,-0.083765359645110657,1.9308571295047938e-06,4511,986,-0.0035679592149038169,0.9117637581911874,4511,986
DT,-0.031508609975428849,0.23742423833260998,4511,3834,0.077472392942792151,1.6501950923133063e-05,4511,3834,-0.046153349166926559,0.050703061858405174,4511,3834
EX,-0.018559798957562355,0.5516685517151902,4511,63,0.0078678064866787925,0.8424791092377397,4511,63,0.013195711700077505,0.6558835584439225,4511,63
EXCL,-0.0076386742276553224,0.802928326330474,4511,1330,0.033575615937291511,0.21693386667466422,4511,1330,-0.022209282010690078,0.43061919534306514,4511,1330
FILLER,-0.031426501686725665,0.2395627253229494,4511,297,-0.015122216053039667,0.6819446837165918,4511,297,0.044552001895942626,0.06367771536954558,4511,297
FUNC,-0.00017632563981313982,0.9942777483890117,4511,27213,0.052576722174597357,0.012452243931720227,4511,27213,-0.031995181983977355,0.26007726789943414,4511,27213
FW,-0.020910530823666947,0.5388253083373181,4511,713,0.012756367080383859,0.7345390111863312,4511,713,0.0087069991866713208,0.7792059122096726,4511,713
HEALTH,-0.054924552444903206,0.0053507576572561525,4511,345,-0.039885889322884227,0.0964525701122902,4511,345,0.076988379021137851,1.7596201952678686e-05,4511,345
HUMANS,-0.058892302577762796,0.002117471284309857,4511,554,-0.0059058984050329357,0.8776127231872609,4511,554,0.030906102804296502,0.27758695915468207,4511,554
IN,0.044485156397740172,0.039057848240621064,4511,5421,0.047010818496181911,0.03138880285519997,4511,5421,-0.076845233458817441,1.8054422786755367e-05,4511,5421
INCL,0.0098261150333406096,0.7424569440654001,4511,1804,0.041050365796705478,0.0810720095494993,4511,1804,-0.040362734994049292,0.11767040330197999,4511,1804
INGEST,-0.002486115736259128,0.9372349129813994,4511,301,0.001108204258988666,0.9811645041369143,4511,301,0.0063975796562538816,0.8489290364882563,4511,301
INHIB,0.057959131509016923,0.002673413655244568,4511,259,-0.03034125972159606,0.3099362051100831,4511,259,-0.017792406294752174,0.5424762433356373,4511,259
INSIGHT,-0.05564612778979499,0.004488204318894388,4511,954,-0.0082668899936891287,0.8361207754259801,4511,954,0.055503179197827206,0.0073330294196757425,4511,954
IPRON,-0.038142743256473814,0.10142122805291275,4511,2388,0.013460632095568926,0.7254766851024891,4511,2388,0.011131821438493403,0.7116698022197817,4511,2388
JJ,-0.079405961911550152,5.739690720675088e-06,4511,3786,0.032516878274062661,0.24347062796979207,4511,3786,0.033516571636298224,0.2368025668708699,4511,3786
JJR,-0.011282333359219944,0.6999470564938801,4511,514,-0.014985223520130524,0.6851198768932706,4511,514,0.024215865345197918,0.3804822403024173,4511,514
JJS,-0.051504294412855978,0.010794753925545778,4511,162,0.036092628372963863,0.16118912858590012,4511,162,0.009833949559246824,0.7442769954569052,4511,162
LEISURE,0.057671033071325921,0.002869255251840839,4511,913,0.00088443752025390004,0.9811645041369143,4511,913,-0.036211252422996582,0.18942305352659833,4511,913
LS,-0.024478755414528465,0.443724724595282,4511,117,0.022603766820664183,0.568006699170697,4511,117,0.010658728607556985,0.7278187615841966,4511,117
MD,0.12773593434362887,1.0634782419539574e-15,4511,752,-0.074753189626837899,3.9029128968891795e-05,4511,752,-0.045110133169498925,0.058422663275497264,4511,752
MOTION,0.14630600878579236,1.1104682222163531e-20,4511,1178,-0.0075772272733637871,0.8473549544985232,4511,1178,-0.12128316052706647,5.911204031258545e-14,4511,1178
NEGATE,-0.033856383417912465,0.1774708574707118,4511,1109,-0.026141491931621134,0.45517084970067245,4511,1109,0.039232383847047893,0.13392370184311617,4511,1109
NEGEMO,-0.12948922340313057,3.9285681851516673e-16,4511,1433,-0.0012445179552765329,0.9787827418314987,4511,1433,0.10871427013795165,3.641356523062694e-11,4511,1433
NN,0.038347364227559917,0.09825474353390809,4511,12660,-0.036425772451439645,0.15489026367877437,4511,12660,-0.020903634283912797,0.4629374930455939,4511,12660
NNP,-0.013576897844758681,0.6367654968681005,4511,3415,0.0002994689916673208,0.9929935962484359,4511,3415,0.0045510190889810898,0.8908307530922723,4511,3415
NNPS,-0.0055597383473727719,0.8614697841827424,4511,75,0.016178047736519496,0.6556320228273089,4511,75,-0.0013978405526403116,0.9676179869055005,4511,75
NNS,-0.02806084598643975,0.32749158056870853,4511,2074,-0.0079967002070811203,0.8424791092377397,4511,2074,0.0149973800004774,0.6057282139131046,4511,2074
NONFLU,-0.0098907503010050787,0.7404409693951902,4511,105,0.010235927574732588,0.7895191463978433,4511,105,0.0030331738372421455,0.9239412636676867,4511,105
PDT,-0.0017628586012023819,0.9567240727046715,4511,52,-0.0088777351896936595,0.8171503521286959,4511,52,0.0085370632862107436,0.7832549561955218,4511,52
PERCEPT,-0.050045801624460415,0.014599521220843896,4511,1357,0.0066398108856076899,0.8665948521184779,4511,1357,0.029369919812269371,0.3060239930505345,4511,1357
POS,0.0021357635915540338,0.9486357956262675,4511,185,-0.020966584650654218,0.6114771387323741,4511,185,0.016759517298965014,0.5656377557076648,4511,185
POSEMO,-0.071245669920620175,7.735578850678316e-05,4511,3219,0.015067674152622801,0.6823932283694963,4511,3219,0.057846531656598796,0.00442132454569416,4511,3219
PPRON,-0.047313991925842611,0.023855237571883847,4511,5716,-0.010994129981618524,0.7714014136581882,4511,5716,0.068932069552139999,0.0002264383731214508,4511,5716
PREP,0.15709022765365602,7.624201807838117e-24,4511,5950,0.031816153880442587,0.2598629506403643,4511,5950,-0.15429909749601001,9.634145482063994e-23,4511,5950
PRESENT,0.044188665634135989,0.040727305543059686,4511,5958,-0.19589805674567098,2.8909966329052042e-37,4511,5958,0.15912000881352689,3.585909422470818e-24,4511,5958
PRONOUN,-0.061628142007751269,0.0010753605101189673,4511,8104,-0.0019867508327324193,0.966519781799887,4511,8104,0.065234809966607632,0.0006886199266155182,4511,8104
PRP,-0.039974901728055574,0.07947129787798778,4511,4349,-0.012165851449112662,0.7416656024760435,4511,4349,0.054769993295447413,0.008532770911640786,4511,4349
PRP$,-0.024840758071698377,0.43157935406977943,4511,1370,0.0029039821484708288,0.9418008352117887,4511,1370,0.015638858099123715,0.5902312301988828,4511,1370
QUANT,-0.015463832476784546,0.5822835472009076,4511,1292,0.0052650657653763337,0.8872718259399746,4511,1292,0.0042874357010394184,0.8978789499713518,4511,1292
RB,-0.038132856209892624,0.10142122805291275,4511,3913,0.018686831364536919,0.6252258343476071,4511,3913,0.026417392365809759,0.33664845071408156,4511,3913
RBR,0.013165569148739896,0.647500105099484,4511,71,-0.015947675699913004,0.6634854426354093,4511,71,-0.0029400396128442465,0.9275834017649082,4511,71
RBS,-0.019119372647552178,0.5516685517151902,4511,20,0.035296165747358298,0.1732750556887255,4511,20,-0.014996033160082247,0.6057282139131046,4511,20
RELATIV,0.22585366141910643,8.473821837365706e-50,4511,8025,0.04438373068802158,0.04726056818527503,4511,8025,-0.21538170562826664,1.6869704566881494e-45,4511,8025
RELIG,0.0078986733428022017,0.7938518281156693,4511,216,-0.016628446511244347,0.6476430644874516,4511,216,-0.011775285396154666,0.6910466459461854,4511,216
RP,0.027306686763069982,0.3464524327710803,4511,369,0.039450468682947264,0.101640887801417,4511,369,-0.05965943543066899,0.0028729808728259463,4511,369
SEXUAL,-0.088612156479410328,2.179356740116479e-07,4511,464,-0.041019167352183264,0.0810720095494993,4511,464,0.095463590135846557,1.4527781139515211e-08,4511,464
SHEHE,-0.028877836346104888,0.3057382499602792,4511,498,0.034866467547564547,0.1830692833300401,4511,498,-0.0070681242624159139,0.8286120413318014,4511,498
SOCIAL,-0.082790289498621869,1.7724339492453587e-06,4511,4854,-0.0017378626306580461,0.9712680663207153,4511,4854,0.055321364845681807,0.0075322061938891665,4511,4854
SPACE,0.042020341332782721,0.058141551053498206,4511,2857,0.018776182584345619,0.6252258343476071,4511,2857,-0.060439937713666209,0.0023667530176451424,4511,2857
SYM,-0.014073584835512578,0.6237548508875425,4511,144,-0.011322594264670792,0.760172245082665,4511,144,0.026850525102249573,0.3323876375161611,4511,144
TENTAT,0.10037161299328248,1.822899662741763e-09,4511,1182,-0.043654127037647074,0.05362435871859889,4511,1182,-0.045782876677274834,0.052357438561767916,4511,1182
TO,0.19085390426679072,1.7167567880405317e-35,4511,3182,-0.056915282040072158,0.005159550884653723,4511,3182,-0.10027460002541877,1.771918993996517e-09,4511,3182
UH,-0.012617356966501682,0.6578897826475869,4511,140,0.0025693127251277563,0.9536728399774912,4511,140,-0.0050473972621137841,0.8829406086956901,4511,140
VB,0.20165562442984664,1.303905978517112e-39,4511,3264,-0.10428390846601381,3.622430503532838e-10,4511,3264,-0.069050707246345433,0.0002233151053535612,4511,3264
VBD,-0.13943707548010983,8.779477632449555e-19,4511,1345,0.40129789450436498,1.0420430144186338e-170,4511,1345,-0.22582027468316929,4.392092868427664e-50,4511,1345
VBG,0.037573671931277225,0.10619543157791186,4511,1475,-0.071997870745102971,9.60149371904729e-05,4511,1475,0.052101983544549937,0.01619252081421139,4511,1475
VBN,-0.053006270513673515,0.007981893424984354,4511,750,0.14400363464345808,9.200782859216751e-20,4511,750,-0.07167429270117423,9.965535422790118e-05,4511,750
VBP,-0.030090269045036287,0.27347152851540185,4511,2547,-0.11672716736061715,9.988608096309003e-13,4511,2547,0.14207701808350792,2.210004291017091e-19,4511,2547
VBZ,-0.080151914585149198,4.632509925030829e-06,4511,1735,-0.092941323282466667,5.1569692351626536e-08,4511,1735,0.15905360445021804,3.585909422470818e-24,4511,1735
VERBS,0.030970888746549165,0.25301021568743653,4511,8549,-0.003763865870606824,0.9273805684725657,4511,8549,0.0069967066949064207,0.8306646254404695,4511,8549
WDT,-0.019599699194440656,0.5516685517151902,4511,162,0.017262878497855343,0.6334343099573206,4511,162,-0.024361217364165157,0.3783597298799523,4511,162
WP,-0.013509596753719603,0.6377359657848077,4511,276,0.0073887418985374891,0.8517137589301816,4511,276,0.0031374152061990467,0.920996961205119,4511,276
WP$,0.020980743854715284,0.5374443785463198,4511,4,-0.0038855996239688293,0.9244715718375738,4511,4,-0.011928382584884548,0.6890742410377555,4511,4
WRB,-0.061033311014018918,0.0012615042201786363,4511,476,0.015882214220395836,0.6658924015117165,4511,476,0.025012269582397783,0.36322023952957644,4511,476
^,0.013261238854264357,0.6449183824965692,4511,16,0.006343861275561421,0.8715282595616112,4511,16,-0.014124626426108801,0.6338845928332048,4511,16
^.^,-0.0030703854160737281,0.9219138224310498,4511,5,-0.011472453712565623,0.7582876646832073,4511,5,0.015755159972377138,0.5882393826817274,4511,5
_,-0.016448191474446348,0.5601359435283563,4511,6,0.006885545122003997,0.8605101620341702,4511,6,0.010755926796439289,0.7246448947163908,4511,6
_avg1gramLength,-0.032662853992242419,0.20957240761431453,4511,19410,-0.059490438651724792,0.002828255776492601,4511,19410,0.039426453629381145,0.13114746017317744,4511,19410
_avg1gramsPerMsg,0.0091504852592795283,0.7582414877756435,4511,69347,0.17078531987459936,3.6433253029065005e-28,4511,69347,-0.15345478840320614,1.2213579611208273e-22,4511,69347
_avg2gramLength,-0.048533688500199873,0.019126083913237373,4511,44588,-0.070522725141886622,0.00015010148583075343,4511,44588,0.061856106341332089,0.0017691334254082006,4511,44588
_avg2gramsPerMsg,0.0091504852592795283,0.7582414877756435,4511,64836,0.17078531987459936,3.6433253029065005e-28,4511,64836,-0.15345478840320614,1.2213579611208273e-22,4511,64836
_avg3gramLength,-0.0176115055062732,0.5516685517151902,4511,68761,-0.045861677215801429,0.037782123876849684,4511,68761,0.047956056633046945,0.03531345339572023,4511,68761
_avg3gramsPerMsg,0.0090288823350318931,0.7629018166118899,4511,60348,0.17075263208876873,3.6433253029065005e-28,4511,60348,-0.15340261794186993,1.2213579611208273e-22,4511,60348
``,-0.044890094346534556,0.03692936622624384,4511,173,0.035495369004341311,0.17035304326155548,4511,173,-0.0053472717450801484,0.8749275695133139,4511,173
a,-0.015066793218555495,0.5923273978333442,4511,1184,0.064130484003859539,0.0009407493725319099,4511,1184,-0.051749602568904637,0.01728753626694249,4511,1184
"a """,-0.0243291251088887,0.44699272366630544,4511,11,0.018352981761534916,0.6252258343476071,4511,11,0.0087014631934218458,0.7792059122096726,4511,11
a beautiful,0.0024355832019488958,0.9378584992589957,4511,6,-0.0079578806387175741,0.8424791092377397,4511,6,-0.020146926480925219,0.4815136728171805,4511,6
a better,-0.0092435141025906681,0.7582414877756435,4511,6,0.030529846819954159,0.30365730990952394,4511,6,-0.01588210785441814,0.5845567258962243,4511,6
a big,0.0044888463084071777,0.8849223186960916,4511,6,0.032350749146090825,0.24626527326619976,4511,6,-0.029390207196681718,0.3060239930505345,4511,6
a bit,0.027518077534320513,0.34344593240612753,4511,9,-0.016979287791881424,0.6402940673947437,4511,9,-0.005037682099151313,0.8829406086956901,4511,9
a bunch,0.0035515305297595052,0.912379952723409,4511,7,0.0048322485317661831,0.8992494890978282,4511,7,-0.0039095632382446762,0.9070214653406994,4511,7
a bunch of,-0.0054316934884931223,0.8638009034233516,4511,6,0.0076327598696030565,0.8461344097410233,4511,6,0.0010133071634169327,0.9794255178345423,4511,6
a couple,0.021154165656119134,0.5319512952096561,4511,7,0.012992325612836452,0.7345390111863312,4511,7,-0.026086337754412395,0.3396169886996011,4511,7
a day,-0.0057888054583069698,0.8562219361173891,4511,10,0.029951453808221312,0.3251003940437582,4511,10,-0.01827610208971945,0.5295905129226632,4511,10
a few,0.03413284117963751,0.17035000069897013,4511,16,-0.012860643977168719,0.7345390111863312,4511,16,-0.012791291738669656,0.6671532667739067,4511,16
a fuck,-0.017923448475399537,0.5516685517151902,4511,5,0.006081199513933838,0.8746475077647853,4511,5,0.003760606133530776,0.9100652313262789,4511,5
a fun,0.0012235530422905854,0.9698247166990508,4511,5,0.0025327506642795275,0.9538726087949846,4511,5,-0.0003563178064976493,0.9902575622881075,4511,5
a good,0.028969948039222877,0.30406929275237,4511,48,0.00036796003164282017,0.9916525519571242,4511,48,-0.017018510604459757,0.5604595307407008,4511,48
a good day,0.016016551757827877,0.5672583558755299,4511,6,0.011241698620810687,0.7626441584391171,4511,6,-0.020357212648987801,0.47672418550847184,4511,6
a good time,0.010205089720810962,0.7309179690318438,4511,10,0.0057438389565913212,0.8790966493168656,4511,10,-0.010246744321527444,0.7376267167674283,4511,10
a great,0.01316766790318228,0.647500105099484,4511,25,0.025739003944827428,0.46524361380891804,4511,25,-0.02851990299614985,0.31454441982061837,4511,25
a great night,0.040655514385027,0.07262300991225505,4511,5,-0.0093075811850690613,0.808903424879673,4511,5,-0.024176963024797962,0.3804822403024173,4511,5
a happy,-0.0092879617773795938,0.7578976005919839,4511,6,-0.013613791882979428,0.7210378981377958,4511,6,0.02271604627746145,0.4182305457137976,4511,6
a job,-0.0055821178423990725,0.861170415293562,4511,6,-0.006065059939568994,0.8747761130091378,4511,6,0.012823977521808236,0.6671532667739067,4511,6
a little,0.0033551012203085818,0.9145408645879107,4511,25,-0.010416416650055832,0.7851710345076084,4511,25,0.011750075432039347,0.6916851383947987,4511,25
a little bit,0.034141941900830211,0.17035000069897013,4511,5,-0.019304276771783514,0.6252258343476071,4511,5,-0.0092208922413416529,0.7627304064029601,4511,5
a long,0.017486906237059237,0.5516685517151902,4511,17,0.024836116475521284,0.49452467337135336,4511,17,-0.031948576740473848,0.2605771083469814,4511,17
a lot,0.017225200485243151,0.553300087936097,4511,20,-0.0148232726242772,0.6879663970522788,4511,20,-0.0073593107149081691,0.8183104651593579,4511,20
a lot of,0.021630513865605331,0.521259963177194,4511,10,-0.013470975530261407,0.7252914648902742,4511,10,-0.013052629550527895,0.6587537941703566,4511,10
a new,0.023025443170736754,0.48450559873113647,4511,24,0.013743205741311524,0.7176903320963891,4511,24,-0.026296751217901849,0.33849204554271217,4511,24
a new phone,-0.00095483500263143187,0.9772052316277525,4511,5,0.008436837083931675,0.8305430254932221,4511,5,-0.0036132864371436549,0.9114591571340941,4511,5
a nice,0.004067411188597778,0.8962321154863749,4511,7,0.028648380878055203,0.36621971523623054,4511,7,-0.025180381883345454,0.35737565335148747,4511,7
a photo,-0.0060608087713727278,0.848542227522557,4511,5,0.03951186208595061,0.10126081016307154,4511,5,-0.026915839540113163,0.3323876375161611,4511,5
a really,-0.014758696921196716,0.6008472463497675,4511,7,0.022374798723396028,0.5717046947371687,4511,7,-0.0038280909815324705,0.9093190816206697,4511,7
a very,-0.015300207251950667,0.5877561443739314,4511,9,0.020215791082660587,0.615872245555859,4511,9,-0.0014141302674755378,0.96705021497921,4511,9
a week,0.018407663295775572,0.5516685517151902,4511,7,0.017224912606097681,0.6337462799449193,4511,7,-0.027708973547991411,0.32652348181574437,4511,7
a whole,0.0040613810000576728,0.8962426074431612,4511,10,-5.313558990897443e-05,0.9984764856205434,4511,10,-0.026402891288746788,0.33664845071408156,4511,10
a wonderful,-0.016015168000695263,0.5672583558755299,4511,6,0.037967420634031662,0.12623695120990705,4511,6,-0.021727363620742797,0.44183698958984935,4511,6
able,0.034516084416642397,0.1616721691152369,4511,16,0.0053940247471637431,0.8856935656112763,4511,16,-0.035077977218916929,0.20534483942168366,4511,16
able to,0.035218952862329241,0.14555772599903363,4511,16,0.0048124901918222733,0.8993642195751147,4511,16,-0.035075446485341839,0.20534483942168366,4511,16
about,0.0076042480944648501,0.802928326330474,4511,159,0.0078346454747487519,0.8424791092377397,4511,159,-0.01770694121250057,0.5446194289742873,4511,159
about a,-0.0019728797543626057,0.9499956380921689,4511,6,0.037977824363143481,0.12623695120990705,4511,6,-0.028867994544215573,0.3078147668688219,4511,6
about it,-0.012925151194279186,0.6513741176500958,4511,8,-0.01042102774923102,0.7851710345076084,4511,8,0.011223467788170139,0.7083982268527907,4511,8
about me,-0.016656696497863912,0.5561919185900509,4511,5,-0.01763916708120581,0.6274605454139031,4511,5,0.027269281864713456,0.3293608434560943,4511,5
about that,-0.017992125703814445,0.5516685517151902,4511,6,-0.013328965406065804,0.7290236841223636,4511,6,0.018050504152201059,0.5347516884011898,4511,6
about the,-0.0070204655013814355,0.8194471331159667,4511,9,0.0085319086292777041,0.8276864078251479,4511,9,-0.0088176571612413514,0.7757899304088192,4511,9
about this,-0.009093577862308265,0.7610216183069338,4511,5,0.0078595015146378545,0.8424791092377397,4511,5,0.0035939142561150165,0.9116824934228627,4511,5
about to,0.072656412585978838,5.201288309823971e-05,4511,16,-0.022378401214132544,0.5717046947371687,4511,16,-0.038423436547348817,0.14693893108338776,4511,16
about you,-0.019776521523647898,0.5516685517151902,4511,8,0.021061344082618793,0.6109625386181629,4511,8,-0.0071726079143650751,0.8249994691194235,4511,8
abs_meanOffset,0.017105656945635192,0.5546607574243461,4511,-943178,0.015368276619074875,0.6794598666295087,4511,-943178,-0.025530054524314522,0.35130969143609586,4511,-943178
absolutely,-0.0056334432396413147,0.8596687749231062,4511,9,-0.0039996177741826334,0.9218759113427265,4511,9,0.0097229317840605393,0.7477060661115696,4511,9
account,-0.017833521405910203,0.5516685517151902,4511,5,0.00099760579857701651,0.9811645041369143,4511,5,0.017369314726375033,0.5545671447865366,4511,5
act,-0.006477685461544821,0.8374712882925217,4511,6,0.0027448766487176172,0.9476788203006522,4511,6,0.0063824467802890026,0.849116405623303,4511,6
actually,-0.01815535238003058,0.5516685517151902,4511,29,0.018671532568701184,0.6252258343476071,4511,29,0.0054709292998687351,0.8724371089160323,4511,29
add,0.0050076210026976176,0.8743029837053679,4511,7,0.0035965953065530236,0.9275267758417398,4511,7,-0.0090961160835994117,0.7662000807539877,4511,7
af,-0.012812541388399297,0.6526500749584689,4511,7,-0.020969700536504571,0.6114771387323741,4511,7,0.028065543543971467,0.3224706815219366,4511,7
afraid,-0.017590589383421232,0.5516685517151902,4511,5,-0.018628144256026085,0.6252258343476071,4511,5,0.025714933532349035,0.3440301403945234,4511,5
after,0.019330847885643872,0.5516685517151902,4511,53,0.046156508214657471,0.035943814428381224,4511,53,-0.059651542590688104,0.0028729808728259463,4511,53
after a,-0.0011172139862503201,0.9731847517623444,4511,9,0.042322771424460677,0.06729790721196503,4511,9,-0.033011969739667364,0.24304313725428892,4511,9
afternoon,0.0091619655032017053,0.7582414877756435,4511,6,0.013515549921153473,0.7234457914910895,4511,6,-0.016770602511623201,0.5656377557076648,4511,6
again,0.0073101122727804134,0.8119155624531151,4511,70,-0.010492227723614767,0.7839267044562248,4511,70,0.0060765056914003504,0.8560999858994685,4511,70
again !,-0.019390053937761133,0.5516685517151902,4511,7,0.018115277139363284,0.6252258343476071,4511,7,0.0038569058166053028,0.9083141845656018,4511,7
"again ,",-0.01457066928437438,0.6069046043685978,4511,5,-0.015430098640808264,0.6778238400598751,4511,5,0.028526737669046485,0.31454441982061837,4511,5
again .,-0.0034754990609137918,0.9124635277529358,4511,15,-0.015227781574058231,0.6811486262948542,4511,15,0.018422577676627649,0.5268896155110597,4511,15
again ...,-0.016819847025134057,0.5546607574243461,4511,5,-0.0178119408007886,0.6252258343476071,4511,5,0.032930221279138909,0.24325226079239667,4511,5
again ....,-0.00049076360386807487,0.985789505202952,4511,6,-0.018352028122235586,0.6252258343476071,4511,6,0.0077803382175452287,0.8084662972508723,4511,6
age,-0.015279242535973578,0.5877561443739314,4511,5,-0.010326848365131763,0.7878320655158059,4511,5,0.024748549248988169,0.3704720478455386,4511,5
ago,-0.025790760701018395,0.39656996563396707,4511,17,0.045732291842031834,0.03796378823565555,4511,17,-0.019560753153001348,0.5008659643187791,4511,17
ago .,-0.018402878334770719,0.5516685517151902,4511,5,0.007731164830716843,0.8424791092377397,4511,5,-0.0018252106840807012,0.9568377294070097,4511,5
ah,-0.013747461223872633,0.6316297115417489,4511,9,0.032094756203351095,0.2525871314682388,4511,9,-0.013378494627935647,0.6501361692095736,4511,9
ahh,-0.016152391394803903,0.5616618265347099,4511,5,0.0080607553825958519,0.8424791092377397,4511,5,0.0094161760714244185,0.7564023439104539,4511,5
ain't,-0.016261938908833113,0.5616618265347099,4511,13,-0.021327408873240843,0.6040713655268547,4511,13,0.018053979218801173,0.5347516884011898,4511,13
