feature,bin_future,p,N,freq,bin_past,p,N,freq,bin_present,p,N,freq
1398,peace,-0.0026210157045521887,0.9348454838855104,4511,10,make a,-4.3020935422148159e-05,0.9984764856205434,4511,6,", no",-0.00091380546569491835,0.981743274333486,4511,9
1399,all the time,-0.0026249665077968986,0.9348454838855104,4511,5,ttag:TMO,-4.398224436495673e-05,0.9984764856205434,4511,23,me and my,-0.00091861951275988975,0.981743274333486,4511,5
1400,and you,-0.0026853246469274255,0.9330903335815507,4511,11,cut,-4.8773597823191919e-05,0.9984764856205434,4511,10,lmao,-0.00095774516700635381,0.9804206998338236,4511,26
1401,the good,-0.0026991943200459449,0.9330903335815507,4511,5,a whole,-5.313558990897443e-05,0.9984764856205434,4511,10,dreams,-0.00097377755811393538,0.9804206998338236,4511,7
1402,celebrate,-0.0027600437591005869,0.9307743334448887,4511,7,lady,-5.3237231049994924e-05,0.9984764856205434,4511,10,i've,-0.00099131116716748746,0.9799590411251894,4511,38
1403,the weather,-0.0027898279060757552,0.9294049023844908,4511,5,"work ,",-5.6998456862168538e-05,0.9984764856205434,4511,5,win,-0.00099297190596727108,0.9799590411251894,4511,15
1404,don't know,-0.0027931790218056877,0.9294049023844908,4511,12,wife,-8.4840919063608442e-05,0.9984764856205434,4511,8,such,-0.0010580722801230126,0.9785514060429145,4511,18
1405,forgot,-0.0028095604255505618,0.9294049023844908,4511,8,16,-0.00010134490404437214,0.9984764856205434,4511,5,to him,-0.0011176370691614991,0.9768608225997489,4511,8
1406,less,-0.0028310910937251847,0.9287428161741641,4511,5,to play,-0.00011319693117791806,0.9984764856205434,4511,12,apple,-0.0011646860221132943,0.9747918833380362,4511,10
1407,service,-0.0028372089492707097,0.928733127605692,4511,6,easy,-0.00013379541596641577,0.9982151346626372,4511,8,. :d,-0.0011736791631706274,0.9746340444998682,4511,6
1408,like you,-0.002878733790699931,0.9266853760385253,4511,7,and my,-0.00014406161167013337,0.9981702291803036,4511,16,sex,-0.0012012044714863061,0.9737391593703811,4511,9
1409,least,-0.0028830391819385263,0.9266853760385253,4511,24,dont know,-0.0001579981710385142,0.9979260187496096,4511,11,sooooo,-0.0012170763381039594,0.9735889502249357,4511,6
1410,i don't think,-0.0029215763869903637,0.9252444174584431,4511,9,wicked,-0.00015812244917295658,0.9979260187496096,4511,5,don't know,-0.0012174486079949685,0.9735889502249357,4511,12
1411,simple,-0.002942359216924879,0.924730869458821,4511,5,is better,-0.0001781491453565112,0.9975162978218347,4511,6,come to,-0.0012741838545418595,0.9717782408272075,4511,6
1412,numbers,-0.0029478091999604445,0.924730869458821,4511,390,sooo,-0.00024218390176285838,0.9950748903970066,4511,16,positive,-0.0013181834203621148,0.9700111097881174,4511,5
1413,! ! =),-0.0029601007421625118,0.924392176127685,4511,5,someone,-0.00026027679386917801,0.9944357102602582,4511,52,have to be,-0.0013205764577836393,0.9700111097881174,4511,5
1414,day ...,-0.0030033192700796695,0.9232677485366998,4511,5,. this is,-0.00030418293035393073,0.9929935962484359,4511,8,. ?,-0.0013588755376467278,0.9687674093561977,4511,13
1415,depressing,-0.0030033315134438254,0.9232677485366998,4511,6,the rest,-0.00031529353927891668,0.9929935962484359,4511,10,txt,-0.0013820900988439288,0.9678143580497872,4511,5
1416,wishes,-0.0030176246003603135,0.9231263862300387,4511,8,", no",-0.00032381692740514432,0.9929935962484359,4511,9,NNPS,-0.0013978405526403116,0.9676179869055005,4511,75
1417,. we,-0.0030445576503009041,0.9219138224310498,4511,6,somebody,-0.00033335908718214332,0.9928502201147829,4511,9,a very,-0.0014141302674755378,0.96705021497921,4511,9
1418,town,-0.0030445752798390598,0.9219138224310498,4511,5,i get,-0.00034180751999853242,0.9927310231558275,4511,36,that .,-0.0014161880648338027,0.96705021497921,4511,7
1419,when i got,-0.003059266036684518,0.9219138224310498,4511,5,girls,-0.00037681532210950922,0.9915108403051901,4511,20,mom,-0.0014573059663809402,0.9660089580520489,4511,33
1420,me the,-0.0030595560995285744,0.9219138224310498,4511,6,i don't like,-0.00039159376366055046,0.9910479225318338,4511,9,: what,-0.0015104336858542794,0.9656360321036296,4511,6
1421,calling,-0.0030604869943863864,0.9219138224310498,4511,6,haircut,-0.00043298622070215881,0.9898170946742267,4511,5,soooo,-0.0015404362417198302,0.9644265049380762,4511,13
1422,close,-0.0030655258218254332,0.9219138224310498,4511,23,work,-0.00046381547742534033,0.9884817955623512,4511,1011,", so",-0.0015759601517009367,0.9631195108376653,4511,13
1423,thing,-0.0030668045732000415,0.9219138224310498,4511,37,i dont have,-0.00050635437243897298,0.9875224224953466,4511,5,be like,-0.0015957216989569609,0.9628706019412305,4511,5
1424,^.^,-0.0030703854160737281,0.9219138224310498,4511,5,love .,-0.00051408861939432262,0.9874398926477018,4511,5,. thank you,-0.0016236233210414764,0.9621546249813803,4511,5
1425,ttag:PT3H,-0.0030931217578460293,0.9219138224310498,4511,5,for a,-0.00053052655222471661,0.987221946552209,4511,44,!,-0.001651767976803492,0.961258228196175,4511,3398
1426,ttag:PT30M,-0.003093121757846342,0.9219138224310498,4511,5,sigh,-0.00053379299821274765,0.987221946552209,4511,5,one of those,-0.0016675594638262197,0.9607131369835475,4511,6
1427,:-d,-0.0030978951461254336,0.9219138224310498,4511,6,my ass,-0.00053400130005381967,0.987221946552209,4511,5,. lol,-0.0017031548388853103,0.959362816224618,4511,17
1428,of all,-0.0031186178325911217,0.9219138224310498,4511,10,! i,-0.00054551165684883123,0.987221946552209,4511,66,when someone,-0.0017042534085963802,0.959362816224618,4511,5
1429,faith,-0.0031316770707072493,0.9219138224310498,4511,7,i .,-0.00058110771075844665,0.9864974486216351,4511,6,! i have,-0.0017717759052491996,0.95724533635498,4511,5
1430,joy,-0.0031533555334793094,0.9217909362660792,4511,9,be so,-0.00059039565517401266,0.9863296749169739,4511,10,thru,-0.0017776470288420401,0.95724533635498,4511,6
1431,if we,-0.0031814199367865719,0.9205065979922907,4511,5,assignment,-0.00059697678590939977,0.986309433822484,4511,5,get me,-0.0017892093102775488,0.95724533635498,4511,9
1432,it's been,-0.0031862964508024873,0.9205065979922907,4511,8,ppl,-0.00060292320426311359,0.986309433822484,4511,21,) .,-0.0017924351239478936,0.95724533635498,4511,6
1433,you have to,-0.0031892739294977967,0.9205065979922907,4511,6,! you,-0.00060296192067719643,0.986309433822484,4511,11,what can,-0.0017953714004993911,0.95724533635498,4511,5
1434,her,-0.0032501534478779764,0.9182352501710452,4511,117,call,-0.00061474482097856331,0.986309433822484,4511,27,ago .,-0.0018252106840807012,0.9568377294070097,4511,5
1435,by a,-0.0032665461222332113,0.9179703225074486,4511,6,set,-0.00066417236892686625,0.9850125942585694,4511,7,song,-0.0018401248552570243,0.95677839194503,4511,8
1436,go back to,-0.0032729055776994811,0.9179445426009369,4511,7,:'(,-0.00068144511356238913,0.9844073003251113,4511,9,video,-0.0018645010041121249,0.956181253374081,4511,13
1437,but i,-0.0032981001771286603,0.9168240429292027,4511,44,dead,-0.00072814060595047367,0.9821924335231093,4511,14,and is,-0.0018741769760313976,0.956181253374081,4511,6
1438,like it,-0.0033031272259651558,0.9168240429292027,4511,14,", the",-0.00073514849916840998,0.982147498001428,4511,21,", but",-0.0018773141174821208,0.956181253374081,4511,63
1439,t,-0.0033137916590472347,0.9165991058097975,4511,14,ask,-0.00073984625602596351,0.982147498001428,4511,14,frank,-0.0018818789155383064,0.956181253374081,4511,5
1440,pick,-0.0033813809811565885,0.913698984725192,4511,9,ttag:T06:00,-0.00075549567186359537,0.982147498001428,4511,4,message,-0.0018882232284728835,0.956181253374081,4511,10
1441,me for,-0.0033879692683155822,0.913698984725192,4511,8,line,-0.00082512289416319061,0.982147498001428,4511,9,the fuck,-0.001920012859072634,0.9557141154601124,4511,9
1442,be back,-0.0034099797302749456,0.9135348716784267,4511,5,board,-0.00083303273734982859,0.982147498001428,4511,13,ttag:XXXX-SP,-0.0019262215978815651,0.9557141154601124,4511,7
1443,over the,-0.0034113131014503343,0.9135348716784267,4511,5,""" """,-0.00088293783540588291,0.9811645041369143,4511,7,ttag:PT1M,-0.0019262215978818359,0.9557141154601124,4511,7
1444,my eyes,-0.0034423651350408311,0.9128958453840869,4511,8,videos,-0.00089207668132638485,0.9811645041369143,4511,6,think they,-0.0019838758348866043,0.9545099801582692,4511,5
1445,<3,-0.0034570600713383077,0.9124635277529358,4511,118,person,-0.00089944674679913418,0.9811645041369143,4511,32,you ..,-0.001996768428910911,0.9543309892334216,4511,6
1446,fit,-0.0034578227871959349,0.9124635277529358,4511,6,xd,-0.00091492134615985964,0.9811645041369143,4511,13,my day,-0.0020111915261228769,0.9543309892334216,4511,13
1447,again .,-0.0034754990609137918,0.9124635277529358,4511,15,super,-0.00092294548384276186,0.9811645041369143,4511,21,news,-0.0020682217481276331,0.9535041596391368,4511,15
1448,like to,-0.0034785067989175572,0.9124635277529358,4511,9,stuck,-0.00095004595266769696,0.9811645041369143,4511,10,laptop,-0.002084376354648971,0.9532482478713973,4511,10
1449,! =),-0.0034959834590549922,0.9124635277529358,4511,8,do !,-0.00095289970202773022,0.9811645041369143,4511,7,last day of,-0.0020844844557620611,0.9532482478713973,4511,5
1450,mom,-0.0035455311608538534,0.912385471020636,4511,33,wanted to,-0.00095508474734519694,0.9811645041369143,4511,7,french,-0.0021010698286239101,0.9530134004798159,4511,6
1451,store,-0.0035797440789489049,0.9110737993248099,4511,5,: this,-0.00096527143411238143,0.9811645041369143,4511,5,well,-0.0021058811953592349,0.9530134004798159,4511,90
1452,law,-0.003583042800245414,0.9110737993248099,4511,5,soooo,-0.0009653983025298264,0.9811645041369143,4511,13,enough,-0.0021133654474876865,0.953002914839945,4511,15
1453,probably,-0.0036318716008678534,0.9094024376606074,4511,23,vote,-0.00096838006049024174,0.9811645041369143,4511,5,part of,-0.0021264861981456691,0.9529454564579926,4511,10
1454,* *,-0.0036446985956164143,0.9089962138733563,4511,19,hates,-0.00099614395395582439,0.9811645041369143,4511,11,cut,-0.0021940648130778007,0.9497824150569011,4511,10
1455,:) <3,-0.0036653119748521466,0.9081335893675758,4511,5,holy,-0.001014026553105898,0.9811645041369143,4511,7,! you,-0.002228036888305376,0.9494834388993447,4511,11
1456,! ...,-0.0036713064222416779,0.9081274123235095,4511,14,got to,-0.0010387328323283242,0.9811645041369143,4511,5,under,-0.0022403918472738249,0.9492068058381049,4511,7
1457,for the first,-0.003721051585346075,0.905901758464337,4511,6,awesome !,-0.0010477680485667859,0.9811645041369143,4511,11,", the",-0.0022785820602154844,0.947370430166042,4511,21
1458,the first time,-0.003721051585346075,0.905901758464337,4511,6,prom,-0.0010519258377003158,0.9811645041369143,4511,6,i would,-0.0022891949042566535,0.947370430166042,4511,19
1459,welcome,-0.0037222517340617209,0.905901758464337,4511,10,idk,-0.0010568014750312197,0.9811645041369143,4511,23,four,-0.0023003279065336841,0.947370430166042,4511,6
1460,last,-0.0037376650249966448,0.905901758464337,4511,78,men,-0.0010625822556794271,0.9811645041369143,4511,16,have no,-0.0023102768743740649,0.9472823840172706,4511,10
1461,up the,-0.0037949024218022717,0.9032943975138312,4511,9,14,-0.0010776488031441491,0.9811645041369143,4511,5,need,-0.0023344110107530896,0.9465916664495966,4511,110
1462,AUXVB,-0.0038115369766670111,0.9026630406473916,4511,4794,cool,-0.0010866508277163392,0.9811645041369143,4511,24,you so,-0.0023491240372111315,0.9464396609819106,4511,7
1463,that's,-0.0038215370899587525,0.9024206405363957,4511,45,is no,-0.001133807111985928,0.9806297670263233,4511,5,in it,-0.0023525736171608265,0.9464396609819106,4511,5
1464,no idea,-0.0038303744807973721,0.9022463777144988,4511,5,fat,-0.0011360935087620038,0.9806297670263233,4511,11,so it,-0.0023904567534564561,0.9454529371171612,4511,5
1465,i always,-0.0038332639738118254,0.9022463777144988,4511,7,but,-0.0011467204536036654,0.9805997062515737,4511,247,seems,-0.0024228930271754882,0.9439390213800318,4511,8
1466,room,-0.0038675520199162768,0.9010971127145448,4511,17,taylor,-0.0011493535241109245,0.9805997062515737,4511,6,y,-0.0024448302356103687,0.9432286241556765,4511,7
1467,know i,-0.0038978101751379213,0.9006974805431744,4511,5,to talk to,-0.001159836730085135,0.9805997062515737,4511,8,its my,-0.002457340668944374,0.9432286241556765,4511,6
1468,it up,-0.0039020631951546124,0.9006974805431744,4511,5,gun,-0.0011723199033446697,0.9805997062515737,4511,5,comes,-0.0024587019351202371,0.9432286241556765,4511,17
1469,wonder,-0.0039266191398384795,0.9000379717977992,4511,14,extra,-0.0012086600235786502,0.9795097140183767,4511,7,college,-0.0025088248940728494,0.9415028049832896,4511,10
1470,clear,-0.0039306879740095054,0.9000379717977992,4511,5,is awesome,-0.0012312554313395926,0.9787827418314987,4511,6,you don't,-0.0025136270655421178,0.9415028049832896,4511,12
1471,happy new,-0.003937422256795331,0.9000379717977992,4511,6,and then,-0.0012343893547247136,0.9787827418314987,4511,13,my best,-0.0025620805119569135,0.9400896303322149,4511,9
1472,than,-0.0039686910154689333,0.8992871839698421,4511,67,NEGEMO,-0.0012445179552765329,0.9787827418314987,4511,1433,""" is",-0.0025755385530123495,0.9396610125616214,4511,5
1473,be nice,-0.0039895516278588431,0.8990291817767678,4511,5,anyway,-0.0012777233184542212,0.9781134255947757,4511,11,funny,-0.0025794040667494913,0.9396610125616214,4511,21
1474,. thank you,-0.0039897100368714682,0.8990291817767678,4511,5,to take,-0.0013232455297012438,0.9775921833769288,4511,14,into the,-0.0026746151937642568,0.9353421289303092,4511,8
1475,i'm in,-0.0040095613128165782,0.898606195520616,4511,10,know that,-0.0013421620389995118,0.9769227514151784,4511,6,my son,-0.0027194150920045843,0.9334529842979583,4511,5
1476,someone to,-0.0040388979638349793,0.8972225487404211,4511,5,writing,-0.0013554629474720533,0.976522229687123,4511,7,@niallofficial,-0.0027202237120873057,0.9334529842979583,4511,5
1477,. what,-0.004084162242475744,0.8960320030145571,4511,6,depressing,-0.0013692285153147346,0.9762658262203018,4511,6,"now ,",-0.0027659671149410986,0.9318047610924897,4511,9
1478,met,-0.0040889626386331653,0.8960320030145571,4511,6,the kids,-0.0013905013701617957,0.9758880154493886,4511,6,mr .,-0.0027752497940881117,0.931613745371982,4511,5
1479,fuckin,-0.0040985961750801634,0.8960320030145571,4511,6,it just,-0.0014058044458028062,0.9758880154493886,4511,8,talking to,-0.0027770334547245548,0.931613745371982,4511,8
1480,yeah !,-0.0041171481740248858,0.8956184530587769,4511,6,ill,-0.0014292769784230448,0.9758880154493886,4511,15,try to,-0.0027907199620804905,0.9314097323817537,4511,11
1481,wow,-0.0041295595988741557,0.8954598756361114,4511,28,look like,-0.001430653168581861,0.9758880154493886,4511,12,. just,-0.0027921199951376611,0.9314097323817537,4511,7
1482,this class,-0.0041305486522587725,0.8954598756361114,4511,5,g,-0.0014549782699598036,0.9758880154493886,4511,5,know how,-0.0027952828284274257,0.9314097323817537,4511,13
1483,and my,-0.0041560536137215205,0.8954598756361114,4511,16,me ...,-0.0014639976178248359,0.9758880154493886,4511,7,problem,-0.0028168532201325908,0.9314097323817537,4511,10
1484,right ?,-0.0041651672439017911,0.8952996918653678,4511,6,hoes,-0.0014880321934760549,0.9758880154493886,4511,7,him,-0.002844348457486442,0.9311137369752605,4511,62
1485,=d,-0.0041946019178020263,0.8942510675855782,4511,7,! ! ?,-0.0015165339980144083,0.9758880154493886,4511,7,notice,-0.002859115979294214,0.9311137369752605,4511,5
1486,them .,-0.0041976459708992601,0.8942510675855782,4511,7,potter,-0.001517032076576177,0.9758880154493886,4511,5,mouth,-0.0029344956314480272,0.9275834017649082,4511,6
1487,.. and,-0.0042346538638795925,0.8932659509167479,4511,8,the person,-0.0015206327114544711,0.9758880154493886,4511,7,RBR,-0.0029400396128442465,0.9275834017649082,4511,71
1488,thank god,-0.0042683386902315421,0.8926569441104942,4511,6,it would,-0.0015265007526950422,0.9758880154493886,4511,5,red,-0.0029806870676667039,0.9259453154918,4511,12
1489,',-0.0042921882751425335,0.8922836627559608,4511,110,i can't believe,-0.0015294673199858421,0.9758880154493886,4511,5,: a,-0.0030036819518546617,0.9249597147199636,4511,6
1490,place,-0.0043501020576258258,0.8895426048402425,4511,20,giving,-0.0015532574271497363,0.9758400756266181,4511,6,you should,-0.0030063522527904243,0.9249597147199636,4511,10
1491,god,-0.0043799815062039874,0.8891559790582457,4511,42,be able,-0.0015847380765919028,0.9747209898243961,4511,6,most,-0.0030682604660570477,0.9225984352532083,4511,33
1492,me and,-0.004396517747822546,0.888521137877546,4511,22,tomorrow is,-0.0015946051149869315,0.9745110128748196,4511,5,. what,-0.0031047144365689899,0.9215182021923669,4511,6
1493,i see,-0.004412512846493682,0.8879182433131729,4511,18,4th,-0.0016386391163494953,0.97306069701586,4511,7,time !,-0.0031110535888242488,0.9214942257708719,4511,7
1494,people who,-0.0044953515370767761,0.8849223186960916,4511,14,", because",-0.0016435172053603307,0.97306069701586,4511,5,school,-0.0031139314219811552,0.9214942257708719,4511,83
1495,wet,-0.0044971406985810248,0.8849223186960916,4511,6,myself,-0.0016550883239094857,0.972825939051031,4511,28,talking,-0.0031374642387489082,0.920996961205119,4511,12
1496,. :),-0.0045118977466214495,0.8847866768333498,4511,17,some of,-0.0016732796805027578,0.9721419567726818,4511,8,ha,-0.0031533269885732928,0.9207680469106572,4511,8
1497,up with,-0.0045133245797136564,0.8847866768333498,4511,17,you know,-0.0016771281679466327,0.9721419567726818,4511,32,that will,-0.0031544934624558691,0.9207680469106572,4511,6
1498,they want,-0.0045169082139554168,0.8847866768333498,4511,5,boss,-0.0016811048401924715,0.9721419567726818,4511,9,where you,-0.0031710838843096853,0.9207680469106572,4511,6
1499,epic,-0.0045199034340386683,0.8847866768333498,4511,6,that's,-0.0016830440212189464,0.9721419567726818,4511,45,... :),-0.0031720022312340581,0.9207680469106572,4511,5
1500,i say,-0.004561984718916205,0.8838875126785096,4511,13,and a,-0.0016901955817582813,0.9721419567726818,4511,22,drunk,-0.003180171765893228,0.9207680469106572,4511,7
1501,people .,-0.0046162339272669359,0.8813528817917318,4511,7,stand,-0.0016970709880252096,0.9721419567726818,4511,10,is now,-0.0032027499323761437,0.9206708690726138,4511,5
1502,on a,-0.0046207424188071423,0.8813528817917318,4511,28,hope,-0.0017316165183014797,0.9712734311190371,4511,56,kid,-0.003283609141494196,0.9181438982515264,4511,11
1503,write,-0.004622046290457843,0.8813528817917318,4511,12,SOCIAL,-0.0017378626306580461,0.9712680663207153,4511,4854,club,-0.003304813250922935,0.9174651860339614,4511,11
1504,share,-0.0046220715245440637,0.8813528817917318,4511,5,nice to,-0.0017697782922957955,0.9701501293444118,4511,5,blast,-0.0033439267486077154,0.9155338970928764,4511,5
1505,can do,-0.0046255363199951358,0.8813528817917318,4511,6,beautiful,-0.0017705117125698428,0.9701501293444118,4511,25,no !,-0.0033540590812967553,0.9154808721384087,4511,5
1506,wicked,-0.004632438228544259,0.8813528817917318,4511,5,. it,-0.001800755562263056,0.9694349104157788,4511,23,proud,-0.0033702188196407623,0.9153789511853061,4511,10
1507,go back,-0.0046548752835395731,0.8813528817917318,4511,9,solve,-0.0018160695951988082,0.9692621552436707,4511,6,=,-0.0033728489957289883,0.9153789511853061,4511,30
1508,& amp,-0.0046631629519583119,0.8813528817917318,4511,68,be able to,-0.0018262875742490431,0.9690294949639114,4511,6,plus,-0.0033926234883913551,0.9147621855263083,4511,5
1509,amp ;,-0.0046631629519583119,0.8813528817917318,4511,68,having a,-0.0018658424061018667,0.9685239911336395,4511,8,and i just,-0.003395950646579559,0.9147621855263083,4511,5
1510,sigh,-0.0047052459280221889,0.8810857991029154,4511,5,obama,-0.0018803427436186804,0.9685239911336395,4511,6,you to,-0.0034134366602550912,0.9145418694567038,4511,10
1511,dark,-0.0047102054299233602,0.8810857991029154,4511,6,glad to,-0.0018867379879535077,0.9685239911336395,4511,5,breakfast,-0.0034442929869804638,0.913471365243395,4511,12
1512,whole,-0.0047138243897884083,0.8810857991029154,4511,32,... ?,-0.0019203055855760408,0.9685239911336395,4511,6,heaven,-0.0034581640080004472,0.9133508796584098,4511,9
1513,wtf,-0.0047161557627547965,0.8810857991029154,4511,13,PRONOUN,-0.0019867508327324193,0.966519781799887,4511,8104,let's,-0.0034597175724542513,0.9133508796584098,4511,15
1514,.,-0.0047251991621308793,0.8810857991029154,4511,5943,... ! !,-0.0019942312078330333,0.9664425114331626,4511,11,ass,-0.0034999390366321631,0.9133250919317162,4511,47
1515,new year,-0.0047330475807336736,0.8810857991029154,4511,7,heart,-0.0020710836489630461,0.9634351847641017,4511,22,. i miss,-0.0035231116626418535,0.9126607689827241,4511,6
1516,special,-0.0047477136739156123,0.8808051612459591,4511,9,ass,-0.002072479005046281,0.9634351847641017,4511,47,you love,-0.0035276662206724673,0.9126607689827241,4511,6
1517,i come,-0.0047647129415316495,0.8801370373166423,4511,5,save,-0.0020822248274276695,0.9634351847641017,4511,5,to use,-0.0035393969640553757,0.9123989078304563,4511,6
1518,to learn,-0.0047683898264468411,0.8801370373166423,4511,7,homework,-0.0020953839194496264,0.9634351847641017,4511,18,of her,-0.003561470849275951,0.9117980432138192,4511,7
1519,side,-0.0047988237936449915,0.8790977306392295,4511,14,i'm just,-0.0020968138652548238,0.9634351847641017,4511,9,DISCREP,-0.0035679592149038169,0.9117637581911874,4511,986
1520,follow back,-0.0048044550123534091,0.8790977306392295,4511,7,ttag:PXD,-0.0021435332371593794,0.9631405583443062,4511,32,", i want",-0.003568564747765578,0.9117637581911874,4511,5
1521,now i,-0.0048346442672579188,0.8787291984640024,4511,13,play,-0.0021732597537307613,0.9617791046803252,4511,31,.... so,-0.0035870572811849875,0.9116824934228627,4511,8
1522,body,-0.0048503422220033086,0.8783452294766572,4511,659,one of,-0.0021833607836706541,0.9615491887513348,4511,21,", its",-0.0035913751598127415,0.9116824934228627,4511,8
1523,and just,-0.0048551215544287056,0.8783452294766572,4511,5,daughter,-0.0021954175018217342,0.9612063140255066,4511,7,must be,-0.0036085805386182339,0.9114591571340941,4511,7
1524,& amp ;,-0.0048555041230090327,0.8783452294766572,4511,68,note,-0.0022500758095281405,0.9595482613772769,4511,8,a new phone,-0.0036132864371436549,0.9114591571340941,4511,5
1525,nite,-0.0048585242502420644,0.8783452294766572,4511,8,end up,-0.0022753773925881658,0.9595482613772769,4511,5,... so,-0.0036191084027547039,0.9114591571340941,4511,8
1526,day !,-0.0048752315304375375,0.8783452294766572,4511,26,real,-0.0022766554279039309,0.9595482613772769,4511,25,friend,-0.0036317517991459902,0.9114591571340941,4511,34
1527,ever ! !,-0.0048761496054300869,0.8783452294766572,4511,6,might,-0.0022789271334705797,0.9595482613772769,4511,23,what to do,-0.0036322093873312439,0.9114591571340941,4511,5
1528,homework,-0.0048882629043893811,0.8783226676474405,4511,18,hurt,-0.0022991557431180695,0.9595358997926833,4511,11,the third,-0.0036339589008842453,0.9114591571340941,4511,5
1529,at school,-0.0049300563638192598,0.8768633182305425,4511,8,life .,-0.00233799642214061,0.9579065219669525,4511,15,just like,-0.0036741131739900434,0.9110794937950156,4511,6
1530,an,-0.0049492484751400643,0.8763276301436044,4511,111,sad,-0.0023474893685156593,0.9577100294469025,4511,269,the kids,-0.0036751355972968153,0.9110794937950156,4511,6
1531,alex,-0.00498645871471991,0.8748749979079726,4511,6,wat,-0.0023482983446360128,0.9577100294469025,4511,10,oh my,-0.0036774019095214047,0.9110794937950156,4511,5
1532,online,-0.0049915776587931048,0.8748749979079726,4511,5,. i don't,-0.0023518623233770822,0.9577100294469025,4511,7,picking,-0.0036784249395239018,0.9110794937950156,4511,6
1533,i know,-0.0050095921129266145,0.8743029837053679,4511,33,i have,-0.0023532677235106581,0.9577100294469025,4511,84,cleaning,-0.003704356181373132,0.9110387350497622,4511,7
1534,ttag:P1D,-0.0050287664694127956,0.8738778960590613,4511,132,:-d,-0.0023539064996619609,0.9577100294469025,4511,6,mistake,-0.0037090114200274207,0.9110387350497622,4511,5
1535,if u,-0.0050785113395954333,0.8724896802356287,4511,8,weather,-0.0024359359855115293,0.9557627741373311,4511,19,computer,-0.0037154340034270031,0.9110387350497622,4511,6
1536,totally,-0.0050832383615393188,0.8724896802356287,4511,10,like its,-0.0024403309187982572,0.9557627741373311,4511,6,my mom,-0.0037202732571000601,0.9110387350497622,4511,19
1537,i cannot,-0.0051044069909184997,0.8716315171637251,4511,6,hurts,-0.0024518757326042768,0.9557627741373311,4511,5,on it,-0.0037255332815462733,0.9110387350497622,4511,6
1538,comes,-0.0051111695307121084,0.8715745174550531,4511,17,harry potter,-0.0024831795303537013,0.9551418727164681,4511,5,worth,-0.0037563404960076975,0.9100652313262789,4511,8
1539,up and,-0.0051222469023184418,0.8712577852272649,4511,11,this weekend,-0.002496382323966974,0.9547282156195815,4511,6,young,-0.0037833575551114804,0.9095173260924085,4511,14
1540,personal,-0.005157539755249946,0.8700757002248032,4511,5,ha,-0.0024985185659539702,0.9547282156195815,4511,8,wow,-0.0037898089545603465,0.9094853512357299,4511,28
1541,and i just,-0.0051791532771025819,0.8695813343065572,4511,5,truth,-0.0025293518794745882,0.9538726087949846,4511,7,photo,-0.0038034513838982082,0.9093777696261676,4511,8
1542,i have to,-0.0051843726130927671,0.8695813343065572,4511,11,still,-0.0025361491956931823,0.9538726087949846,4511,74,woman,-0.0038201886950337948,0.9093777696261676,4511,10
1543,ok,-0.0051863561987556261,0.8695813343065572,4511,33,we're,-0.0025708872506759383,0.9536728399774912,4511,7,a really,-0.0038280909815324705,0.9093190816206697,4511,7
1544,day ....,-0.0051877949582342575,0.8695813343065572,4511,6,back in,-0.0025807786627103368,0.9536728399774912,4511,15,back to the,-0.003893412864885819,0.9072028843250226,4511,5
1545,: rt,-0.0052039954292259173,0.8695813343065572,4511,5,fit,-0.0026521719499855091,0.9516652680432873,4511,6,really good,-0.0039023838623447045,0.9070214653406994,4511,9
1546,there is a,-0.0052067492612217752,0.8695813343065572,4511,5,just a,-0.0026908864872861723,0.950125532964519,4511,15,a bunch,-0.0039095632382446762,0.9070214653406994,4511,7
1547,now .,-0.0052482777512861192,0.8695813343065572,4511,29,weekend .,-0.0027540494526428344,0.9476788203006522,4511,8,glad,-0.0039479857629169451,0.9064192424969766,4511,20
1548,glad,-0.0052826201951838144,0.8682497915321826,4511,20,"sleep ,",-0.0027856468471693201,0.9467124714110685,4511,8,it will,-0.0039611566770044668,0.9059885377592714,4511,9
1549,okay,-0.0053066113142654307,0.8675028124475632,4511,21,wish i could,-0.0028021808325053282,0.9464541646375554,4511,5,box,-0.0039700646559082172,0.905887168814719,4511,5
1550,yet,-0.0053194337165421365,0.8670791958655186,4511,29,you ever,-0.0028048528392379487,0.9464541646375554,4511,6,the gym,-0.0039845774689543723,0.9056501271367244,4511,7
1551,wanted to,-0.0053337397256154667,0.8667451865840028,4511,7,apparently,-0.0029043133093565893,0.9418008352117887,4511,7,q,-0.00400317598195748,0.9056501271367244,4511,7
1552,you have,-0.005339012041327135,0.8667451865840028,4511,25,! (:,-0.0029075338207543919,0.9418008352117887,4511,6,shut up,-0.0040036672944196378,0.9056501271367244,4511,7
1553,fml,-0.0053532334705780702,0.8664416119347075,4511,7,why do,-0.0029290912459841363,0.9418008352117887,4511,8,that is,-0.0040250825727873134,0.9053492257556244,4511,12
1554,all day,-0.0053662579623959938,0.8660053468441059,4511,11,train,-0.0030015127173136399,0.9386687901664138,4511,5,need to,-0.004038249970395447,0.9049177312980851,4511,48
1555,am,-0.005373016640910353,0.8659481615028494,4511,119,;),-0.0030689319979258253,0.9357737984343375,4511,34,:) ) ),-0.0040495343658232827,0.9045980213359486,4511,6
1556,bunch of,-0.0053902528032368242,0.8652568131865791,4511,6,level,-0.0030802723516381125,0.9357737984343375,4511,9,all my,-0.0040542786287882365,0.9045980213359486,4511,22
